Id,SalePrice
1461,126916.938233333
1462,156630.756766667
1463,166252.6174
1464,183025.802966667
1465,199848.988833333
1466,180951.410266667
1467,172935.74
1468,175654.204333333
1469,181372.882233333
1470,117045.362833333
1471,194665.426133333
1472,92664.7455
1473,97579.7769
1474,151894.892966667
1475,133479.4506
1476,396091.234333333
1477,252951.556066667
1478,299069.213166667
1479,235086.4563
1480,448250.124466667
1481,312457.694033333
1482,213735.1978
1483,177954.411
1484,173437.513333333
1485,173378.268333333
1486,202201.405833333
1487,322231.214566666
1488,246262.2858
1489,206446.452733333
1490,197649.571466667
1491,190843.8262
1492,104106.220633333
1493,176970.729533333
1494,302315.8597
1495,297639.281766667
1496,225186.195033333
1497,184975.379466667
1498,154926.460433333
1499,153279.864533333
1500,161121.390066667
1501,173625.452566667
1502,156392.7586
1503,292276.7165
1504,236583.925633333
1505,217048.537933333
1506,185981.247033333
1507,237667.719933333
1508,192961.3532
1509,161785.3777
1510,150714.768766667
1511,151199.741933333
1512,160863.8123
1513,155110.040333333
1514,153044.315666667
1515,184036.880233333
1516,155730.064333333
1517,156550.454166667
1518,133061.1155
1519,224086.128466667
1520,137928.699833333
1521,142455.724
1522,161940.330166667
1523,114927.513466667
1524,124709.907566667
1525,125299.1218
1526,129041.9362
1527,101957.8862
1528,134735.051266667
1529,140521.052433333
1530,169821.311033333
1531,122164.1281
1532,108766.6206
1533,139651.111633333
1534,124625.4692
1535,145796.392333333
1536,116587.821033333
1537,68114.7055333333
1538,180948.2473
1539,224766.351966667
1540,118527.7923
1541,145204.218833333
1542,137438.246266667
1543,210888.34
1544,79889.7225666667
1545,113615.532566667
1546,123771.1872
1547,129111.441366667
1548,132523.439966667
1549,109611.145733333
1550,136140.006233333
1551,124961.2628
1552,136520.2331
1553,149524.4589
1554,123625.297366667
1555,174281.832033333
1556,180279.140625
1557,124379.447366667
1558,106231.540966667
1559,109582.696166667
1560,145406.3038
1561,132702.2985
1562,125862.136866667
1563,124774.994633333
1564,157681.4418
1565,141845.352866667
1566,221568.3935
1567,78959.3797666667
1568,214629.558466667
1569,120687.879266667
1570,137438.877033333
1571,118096.1101
1572,146066.200566667
1573,235904.047
1574,129007.813666667
1575,214528.271433333
1576,206070.4716
1577,200708.270766667
1578,152486.908633333
1579,140631.336933333
1580,188906.107833333
1581,141385.0805
1582,129108.391666667
1583,321216.605866667
1584,235642.195833333
1585,140475.885666667
1586,75057.6048333333
1587,104547.006833333
1588,153002.5255
1589,99478.8148666667
1590,136286.260833333
1591,106767.349966667
1592,129858.2955
1593,123505.895066667
1594,136009.508066667
1595,128717.481633333
1596,238283.685366667
1597,162729.549633333
1598,191071.6982
1599,183577.374766667
1600,186385.517266667
1601,68828.8451333333
1602,120512.149166667
1603,89356.4097666666
1604,278970.0391
1605,248422.513366667
1606,167535.0812
1607,195783.890966667
1608,212566.186166667
1609,198715.823866667
1610,152007.468933333
1611,148438.4661
1612,160298.2625
1613,155071.853533333
1614,126814.348133333
1615,86554.2345333333
1616,83567.5744
1617,87060.2349333333
1618,128076.5125
1619,131232.497533333
1620,177447.232666667
1621,134246.6811
1622,144028.1418
1623,282813.869933333
1624,207574.828133333
1625,133762.473666667
1626,172839.383466667
1627,185143.5146
1628,275934.832333333
1629,178470.670166667
1630,358191.379766667
1631,229387.847166667
1632,249211.951866667
1633,171906.609866667
1634,183292.226433333
1635,179220.320866667
1636,164042.3191
1637,169967.4721
1638,208249.464166667
1639,181301.018833333
1640,250407.244166667
1641,179923.7383
1642,225695.844433333
1643,233449.5728
1644,233393.5989
1645,179163.024333333
1646,157438.088566667
1647,162117.048366667
1648,141309.559366667
1649,137211.5813
1650,119504.979633333
1651,121580.674433333
1652,93080.5709666666
1653,97012.7534333333
1654,156905.483633333
1655,154200.235233333
1656,149472.646333333
1657,155119.678966667
1658,154570.086133333
1659,140328.958866667
1660,147699.2053
1661,447211.643133333
1662,398738.910333333
1663,370946.0444
1664,463082.611233333
1665,319486.709533333
1666,313316.486733333
1667,340214.130666667
1668,338711.0427
1669,296119.001533333
1670,342802.326433333
1671,262008.888433333
1672,435523.9054
1673,299032.744466667
1674,250143.980233333
1675,189571.733433333
1676,191708.823333333
1677,215661.3689
1678,477104.3343
1679,361999.6599
1680,342447.651
1681,281793.314866667
1682,298379.540433333
1683,186335.512066667
1684,172263.470633333
1685,174233.077166667
1686,169369.392833333
1687,167946.9044
1688,187218.299166667
1689,187866.682833333
1690,184226.2426
1691,175648.366466667
1692,257731.335466667
1693,170747.3726
1694,183809.4403
1695,170423.9228
1696,267766.925266667
1697,169522.6145
1698,334864.629266667
1699,332077.647433333
1700,243410.8695
1701,269588.965133333
1702,257645.138333333
1703,256791.887933333
1704,292774.162166667
1705,246570.180366667
1706,430895.5594
1707,216180.9977
1708,216350.455666667
1709,284193.552033333
1710,227246.779566667
1711,256586.527166667
1712,244050.964433333
1713,249955.4267
1714,221921.254933333
1715,200651.989733333
1716,181357.978233333
1717,167237.019666667
1718,138712.036566667
1719,209262.923133333
1720,249683.462066667
1721,167045.631
1722,123513.591566667
1723,153747.587966667
1724,212882.623766667
1725,226939.099233333
1726,191275.822133333
1727,173959.674333333
1728,186320.060566667
1729,165982.3222
1730,165269.745
1731,123143.1875
1732,130648.0991
1733,123424.1066
1734,130108.9696
1735,130771.6482
1736,116599.845533333
1737,332847.991133333
1738,221408.371333333
1739,283406.128366667
1740,209997.101566667
1741,184535.333333333
1742,173236.886233333
1743,176173.3606
1744,313852.583433333
1745,231096.078466667
1746,259507.328066667
1747,213688.616666667
1748,218712.838166667
1749,159002.847233333
1750,153049.170466667
1751,227177.006866667
1752,123705.641
1753,142192.188466667
1754,215498.899933333
1755,169538.760333333
1756,119819.321066667
1757,119201.965266667
1758,140813.647033333
1759,162765.584466667
1760,156540.9965
1761,151196.951933333
1762,166108.318333333
1763,164745.461233333
1764,120725.272066667
1765,169983.223933333
1766,171456.754666667
1767,202975.895066667
1768,139756.208333333
1769,170032.837266667
1770,146570.377833333
1771,134096.5305
1772,134515.235466667
1773,132776.487366667
1774,138211.108133333
1775,137024.186833333
1776,116086.018233333
1777,118077.272266667
1778,130838.1434
1779,115593.167433333
1780,175800.451966667
1781,132511.432166667
1782,85424.9602666666
1783,129789.612233333
1784,98293.0636
1785,117793.620433333
1786,144512.1247
1787,176408.766266667
1788,57653.7378666667
1789,101525.840433333
1790,75793.0345
1791,202736.2095
1792,154266.786166667
1793,145721.337566667
1794,144573.784966667
1795,142370.010166667
1796,131011.460566667
1797,131485.8379
1798,124871.680566667
1799,115679.110466667
1800,122805.634066667
1801,120951.393433333
1802,150827.923466667
1803,152537.645033333
1804,138891.349266667
1805,139989.284
1806,127065.884133333
1807,141447.760766667
1808,122386.566966667
1809,126455.283433333
1810,134851.335
1811,98853.4864
1812,110996.060966667
1813,121250.948066667
1814,92294.2741
1815,62213.3231666666
1816,96789.6103
1817,111827.0774
1818,146368.046033333
1819,128761.920966667
1820,79452.9508
1821,125584.388333333
1822,145815.976066667
1823,57138.4430333333
1824,137591.284733333
1825,135561.8478
1826,97905.8172666667
1827,109394.345566667
1828,132236.383833333
1829,112728.825766667
1830,140851.675433333
1831,161604.139666667
1832,120617.185633333
1833,140105.5578
1834,132979.821466667
1835,163898.840333333
1836,132361.4838
1837,98211.8162333333
1838,136418.904733333
1839,86364.6982666667
1840,162606.229033333
1841,147841.9993
1842,92789.1086666667
1843,141031.383166667
1844,133539.5139
1845,139505.680033333
1846,154867.839266667
1847,161227.446633333
1848,59477.6216333333
1849,112505.312866667
1850,129038.7261
1851,156119.2938
1852,130700.650433333
1853,135109.520733333
1854,168868.4178
1855,154268.943233333
1856,223132.356366667
1857,159831.547733333
1858,142914.636933333
1859,121936.232433333
1860,151512.7411
1861,121867.211833333
1862,285148.982
1863,281996.476666667
1864,281996.476666667
1865,327487.6028
1866,336278.043133333
1867,242728.9487
1868,299608.088466667
1869,196939.504666667
1870,231960.547
1871,243679.128633333
1872,170330.299466667
1873,236712.212833333
1874,137709.1825
1875,204351.764066667
1876,196243.523066667
1877,206783.2156
1878,209373.688133333
1879,132146.364733333
1880,134270.678966667
1881,236495.1207
1882,259875.2964
1883,196107.9979
1884,219375.662233333
1885,257467.6057
1886,291286.087233333
1887,202082.0983
1888,276661.655633333
1889,165858.350233333
1890,127075.5241
1891,142869.682166667
1892,110301.115466667
1893,134165.493966667
1894,128681.5778
1895,147340.807266667
1896,125751.045666667
1897,125523.8656
1898,120767.330533333
1899,146109.9379
1900,149517.767833333
1901,158976.329866667
1902,149716.006333333
1903,220488.340266667
1904,138668.789433333
1905,181308.515266667
1906,151013.786466667
1907,194128.051766667
1908,114438.762866667
1909,136342.4944
1910,126111.651566667
1911,191851.610366667
1912,277275.722933333
1913,137356.595666667
1914,69745.1274333333
1915,331983.7746
1916,55641.015625
1917,257018.304866667
1918,140907.869966667
1919,164471.597233333
1920,149964.6914
1921,401639.600933334
1922,328639.938866667
1923,206324.8502
1924,229894.411533333
1925,226186.997566667
1926,373397.567566667
1927,138195.082666667
1928,157564.352033333
1929,126089.6763
1930,136931.899833333
1931,135727.314033333
1932,132931.9502
1933,165660.380233333
1934,179862.925233333
1935,176430.4653
1936,188429.547833333
1937,181451.5876
1938,160662.778566667
1939,254652.3176
1940,199740.9885
1941,176817.265466667
1942,188307.0693
1943,209057.0219
1944,320707.459266667
1945,361956.971833333
1946,155409.776866667
1947,322504.620333333
1948,170075.2893
1949,246134.140633333
1950,179678.457166667
1951,260648.791533333
1952,239305.799
1953,166181.891266667
1954,199901.209033333
1955,130722.785333333
1956,280950.932833333
1957,165836.571866667
1958,307361.5209
1959,143778.777433333
1960,114298.256233333
1961,122108.909733333
1962,95593.8325666667
1963,102394.0867
1964,113032.483533333
1965,153478.5624
1966,149535.4377
1967,288213.465366667
1968,384384.4042
1969,370273.351833333
1970,427626.8935
1971,445569.976333333
1972,358884.658866666
1973,278764.824666667
1974,312696.743333333
1975,458438.122366667
1976,270121.977166667
1977,350479.1824
1978,339790.164366667
1979,347187.716033333
1980,196687.2319
1981,347041.741366666
1982,235769.268733333
1983,223008.043633333
1984,169234.344966667
1985,206069.440033333
1986,211516.577033333
1987,182670.1279
1988,178593.5852
1989,189944.672766667
1990,216136.949
1991,217719.6899
1992,217260.837966667
1993,171381.5142
1994,244373.260266667
1995,183471.876333333
1996,267132.977633333
1997,317723.1458
1998,343187.739066667
1999,253418.9998
2000,301798.927833333
2001,263624.4744
2002,231554.317
2003,261873.541566667
2004,261354.784633333
2005,235922.236766667
2006,227503.3978
2007,251751.245866667
2008,204851.779033333
2009,194294.679366667
2010,192278.952033333
2011,142573.767766667
2012,178796.4298
2013,180949.269466667
2014,191349.240833333
2015,196470.850533333
2016,195030.798333333
2017,204501.518833333
2018,126821.346
2019,130429.501133333
2020,123002.332133333
2021,116578.289733333
2022,177548.264333333
2023,148377.3378
2024,231635.091233333
2025,384111.421633333
2026,179427.038933333
2027,154271.8025
2028,156795.948066667
2029,172520.139733333
2030,284616.496733333
2031,257523.990866667
2032,278284.057433333
2033,281682.770966667
2034,166746.847566667
2035,212606.9492
2036,196327.6032
2037,200706.970366667
2038,374386.9523
2039,202362.170066667
2040,376685.520466666
2041,300414.6193
2042,211760.097233333
2043,167318.788266667
2044,170394.872933333
2045,222580.9932
2046,135574.9415
2047,145193.2008
2048,134500.753333333
2049,136321.997266667
2050,178389.325866667
2051,106419.216033333
2052,134900.1829
2053,143813.587833333
2054,86656.2139
2055,148289.2774
2056,131610.600533333
