"Id","SalePrice"
1461,128152.9375
1462,159624.078125
1463,176262.21875
1464,189963.0625
1465,188148.171875
1466,175372.984375
1467,171326.796875
1468,169834.859375
1469,174157.96875
1470,118963.5703125
1471,184590.1875
1472,91599.4609375
1473,94093.875
1474,148986.375
1475,119028.0859375
1476,396485.40625
1477,257177.125
1478,291802.90625
1479,215068.984375
1480,468378.875
1481,317658.46875
1482,203661.25
1483,169981.4375
1484,167465.9375
1485,170324.046875
1486,198347.203125
1487,311086.03125
1488,242902.84375
1489,214009.765625
1490,204841.5625
1491,184679.34375
1492,99639.9140625
1493,178323.515625
1494,291082.125
1495,299253.78125
1496,213137.96875
1497,182342.625
1498,157874.796875
1499,152568.203125
1500,155924.421875
1501,175931.1875
1502,152151.5625
1503,289669.25
1504,246857.796875
1505,232782.546875
1506,185536.609375
1507,238913.65625
1508,185181.921875
1509,161774.03125
1510,147817.9375
1511,148685.84375
1512,164618.3125
1513,148847.328125
1514,146214.0625
1515,186900.140625
1516,155108.09375
1517,161341.703125
1518,131601.546875
1519,220335.75
1520,137397.9375
1521,140727.890625
1522,164605.953125
1523,114551.875
1524,126442.4296875
1525,124851.15625
1526,126472.21875
1527,107979.4609375
1528,140936.171875
1529,142710.375
1530,173977.390625
1531,106988.3125
1532,102533.40625
1533,139991.5
1534,125678.46875
1535,149197.609375
1536,113694.9765625
1537,64256.44140625
1538,166669.171875
1539,191523.3125
1540,106518.2109375
1541,149912.53125
1542,136344.953125
1543,209817.546875
1544,83368.1875
1545,110485.8515625
1546,121730.0625
1547,130111.34375
1548,131163.234375
1549,107269.2265625
1550,128972.3046875
1551,108172.15625
1552,131733.296875
1553,143782.875
1554,116340.953125
1555,180279.140625
1556,101768.25
1557,109854.0078125
1558,93386.390625
1559,101449.15625
1560,137963.828125
1561,125980.2265625
1562,124847.40625
1563,119826.6953125
1564,154280.953125
1565,144285.640625
1566,244792.1875
1567,77433.140625
1568,234144.015625
1569,114553.09375
1570,139411.8125
1571,121285.8125
1572,149705.703125
1573,244316.984375
1574,108379.015625
1575,196266.25
1576,212299.1875
1577,194104.625
1578,146776.3125
1579,145409.609375
1580,187342.578125
1581,144814.40625
1582,129175.09375
1583,326130.40625
1584,226843.640625
1585,140206.734375
1586,72645.375
1587,98328.59375
1588,154219.796875
1589,101818.65625
1590,133483.625
1591,103237.578125
1592,117665.7578125
1593,126750.8515625
1594,133356.265625
1595,113329.4921875
1596,236273.59375
1597,173007.84375
1598,198848.859375
1599,167575.109375
1600,171141.421875
1601,68576.8125
1602,114917.046875
1603,83834.9609375
1604,276710.8125
1605,250660.640625
