"Id","SalePrice"
1461,127379.408033333
1462,157972.2484
1463,167494.7439
1464,182798.526466667
1465,199504.680833333
1466,182294.912433333
1467,171539.661633333
1468,175415.0959
1469,182423.546633333
1470,117701.5132
1471,196814.814333333
1472,93413.9403666667
1473,96368.5351666667
1474,152496.9714
1475,134768.026433333
1476,394533.565466667
1477,249709.444033333
1478,298033.963066667
1479,240834.555
1480,437122.8349
1481,317347.342633333
1482,212674.420633333
1483,178767.906433333
1484,171203.050966667
1485,174573.697933333
1486,203819.840766667
1487,322117.7374
1488,241229.851533333
1489,207655.931566667
1490,197787.9641
1491,189894.956866667
1492,103401.607033333
1493,176239.654666667
1494,302162.7023
1495,300906.0124
1496,222788.244
1497,186273.551266667
1498,154107.6905
1499,153066.1197
1500,160546.7394
1501,173969.8805
1502,154865.464166667
1503,288759.530633333
1504,236229.574
1505,217659.586766667
1506,185711.899533333
1507,238699.064266667
1508,194125.028633333
1509,161903.567566667
1510,150694.076666667
1511,150167.957
1512,162535.565066667
1513,156136.7044
1514,154532.942666667
1515,183118.7123
1516,160218.9168
1517,157167.916133333
1518,132276.0236
1519,221646.083466667
1520,138691.771833333
1521,142382.3856
1522,163021.083133333
1523,115161.008633333
1524,124705.288466667
1525,126218.070733333
1526,128626.7718
1527,103369.377333333
1528,136219.384966667
1529,142396.195833333
1530,169426.1677
1531,119970.5521
1532,110064.492233333
1533,141877.066266667
1534,124813.0395
1535,148121.872766667
1536,118181.969833333
1537,69165.0689666667
1538,179291.1978
1539,214444.6128
1540,115887.489533333
1541,143691.102333333
1542,138479.011366667
1543,209088.758
1544,80099.1086666667
1545,114317.312833333
1546,123478.6783
1547,129639.455133333
1548,133807.8934
1549,105989.483333333
1550,134759.749366667
1551,126587.7868
1552,134169.138066667
1553,146392.6212
1554,122832.8287
1555,169607.3421
1556,NA
1557,123110.280333333
1558,105617.429666667
1559,110839.099266667
1560,141214.1771
1561,133419.750733333
1562,124859.3034
1563,125416.527166667
